ParName   Value   Gradient
SR_parm[1]      14.2353  8.42625e-05
SR_parm[2]     0.788986  1.29055e-06
recdev2(1988)     0.116028 -2.23037e-07
recdev2(1989)     0.268625  7.13116e-08
recdev2(1990)     0.607876  3.34671e-06
recdev2(1991)     0.772568  9.60619e-07
recdev2(1992)     0.748635  3.81987e-06
recdev2(1993)     0.644813  7.43348e-06
recdev2(1994)     0.521878  5.64605e-06
recdev2(1995)     0.111827  1.24105e-06
recdev2(1996)    0.0929178  8.48113e-06
recdev2(1997)   -0.0913409  4.81242e-06
recdev2(1998)    0.0238954  4.71843e-06
recdev2(1999)    -0.304339  4.85283e-06
recdev2(2000)    -0.463781  6.88736e-06
recdev2(2001)    -0.267777  9.05226e-06
recdev2(2002)   -0.0285168  -1.2807e-06
recdev2(2003)     0.283695 -5.12111e-06
recdev2(2004)     0.479469 -6.03111e-06
recdev2(2005)     0.334314 -1.92366e-06
recdev2(2006)     0.399224 -2.37158e-06
recdev2(2007)   -0.0546366 -9.19944e-07
recdev2(2008)    -0.131794 -9.19382e-07
recdev2(2009)    -0.276802 -1.13863e-06
recdev2(2010)    -0.389421  1.08909e-06
recdev2(2011)    -0.478577  7.88477e-07
recdev2(2012)    -0.267327 -1.36871e-07
recdev2(2013)    -0.211176 -2.17151e-07
recdev2(2014)     0.187371  5.11951e-07
recdev2(2015)    -0.214472  2.91589e-07
recdev2(2016)    -0.060748 -1.60057e-07
recdev2(2017)    -0.257437 -2.42341e-07
recdev2(2018)    -0.217303  2.59218e-08
recdev2(2019)   -0.0343028 -2.15022e-07
recdev2(2020)  -0.00987062 -1.93821e-07
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Q_parm[1]     -10.3248 -7.18108e-07
Q_parm[2]     0.381983 -4.24663e-06
selparm[1]      3.30987  1.46564e-06
selparm[2]       1.3672  6.34315e-09
selparm[3]      1.82596  5.46731e-06
selparm[4]     0.246979  1.60009e-06
