ParName   Value   Gradient
MGparm[1]          0.1 -4.64964e-05
MGparm[3]           75 -1.11115e-06
MGparm[4]          0.2  2.26705e-06
SR_parm[1]           12 -1.99488e-05
recdev2(1992)      1.30246 -8.31446e-06
recdev2(1993)      1.11221  1.29231e-06
recdev2(1994)      1.01181  2.43264e-06
recdev2(1995)     0.640367 -8.52051e-07
recdev2(1996)     0.704087 -1.40487e-06
recdev2(1997)     0.532677  1.37943e-06
recdev2(1998)     0.534951   1.0013e-05
recdev2(1999)     0.233735 -2.70222e-06
recdev2(2000)     0.265173 -3.54199e-06
recdev2(2001)     0.498828 -3.18593e-06
recdev2(2002)     0.487449  1.74863e-06
recdev2(2003)     0.543014   2.2064e-06
recdev2(2004)     0.696151  4.14298e-06
recdev2(2005)     0.418187  1.54162e-05
recdev2(2006)     0.556577  7.47852e-06
recdev2(2007)     0.314504 -3.32305e-07
recdev2(2008)     0.165015  1.99609e-05
recdev2(2009)     0.369849 -3.43144e-06
recdev2(2010)     0.281201  9.82838e-06
recdev2(2011)     0.247767 -1.15545e-05
recdev2(2012)     0.269069  5.01122e-06
recdev2(2013)     0.177889 -7.33565e-06
recdev2(2014)     0.367446 -7.69675e-06
recdev2(2015)    0.0220185 -2.82093e-06
recdev2(2016)    -0.143397  2.70215e-06
recdev2(2017)    -0.399722  7.77545e-07
recdev2(2018)    -0.395762  9.67052e-06
recdev2(2019)    -0.341878 -4.56721e-06
recdev2(2020)    -0.240944  5.03627e-06
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Q_parm[1]     -10.0953 -4.92902e-06
Q_parm[2]     0.403478  7.85509e-05
selparm[1]       4.9996 -1.32006e-06
selparm[2]      4.99897  1.34091e-06
selparm[3]      2.32123 -1.24498e-06
selparm[4]     0.933496  8.50586e-07
selparm[15]     0.771646 -1.09798e-06
selparm[16]       4.9994 -1.57563e-06
selparm[17]     0.523538 -1.03595e-05
selparm[18] -2.05654e-05 -1.25988e-06
selparm[19]    -0.154029  3.81207e-08
selparm[20]   -0.0131689  1.52887e-06
selparm[21]   -0.0182901  1.16822e-05
selparm[22]  4.51002e-07   1.2313e-06
selparm[23]   0.00797257  1.61291e-06
selparm[24]    -0.693147  2.50934e-05
selparm[25]   -0.0538778 -4.96639e-06
selparm[26] -0.000357998  5.07592e-06
