ParName   Value   Gradient
MGparm[1]     0.306513  2.09565e-07
SR_parm[1]      13.8633 -5.11997e-06
SR_parm[2]      0.81952 -2.27402e-07
recdev2(1988)     0.128313 -4.20289e-08
recdev2(1989)     0.310184 -5.01609e-10
recdev2(1990)     0.659857  3.28842e-10
recdev2(1991)      0.83117 -1.42749e-07
recdev2(1992)      0.81513  -1.6642e-07
recdev2(1993)     0.688568 -2.16017e-07
recdev2(1994)     0.569255 -2.85564e-07
recdev2(1995)     0.152823 -2.04389e-07
recdev2(1996)     0.122647 -2.23951e-07
recdev2(1997)   -0.0675864 -7.24412e-08
recdev2(1998)    0.0437622 -1.05643e-07
recdev2(1999)    -0.296455 -2.65885e-07
recdev2(2000)    -0.468501 -9.31215e-08
recdev2(2001)    -0.292418 -1.55351e-07
recdev2(2002)   -0.0712994 -1.75548e-07
recdev2(2003)     0.233496 -2.49401e-07
recdev2(2004)     0.446131  1.50735e-07
recdev2(2005)     0.318092 -3.42188e-07
recdev2(2006)     0.388244  1.59831e-07
recdev2(2007)   -0.0598419 -2.51756e-08
recdev2(2008)    -0.146346  1.20269e-07
recdev2(2009)    -0.254982   5.8018e-08
recdev2(2010)    -0.350769  6.01574e-08
recdev2(2011)    -0.450613  4.57462e-08
recdev2(2012)    -0.262497  1.89385e-08
recdev2(2013)    -0.209196 -4.12905e-08
recdev2(2014)     0.173925 -1.15661e-07
recdev2(2015)    -0.231861 -1.20005e-08
recdev2(2016)    -0.110764  1.14393e-08
recdev2(2017)    -0.334169  8.16518e-09
recdev2(2018)    -0.246449 -1.52637e-09
recdev2(2019)   -0.0375739  2.63446e-08
recdev2(2020)  -0.00728879 -2.62384e-09
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Q_parm[1]     -10.3663 -1.35692e-07
Q_parm[2]     0.372931 -3.26043e-07
selparm[1]      3.15906  5.85361e-08
selparm[2]      1.50581 -4.70939e-09
selparm[3]      1.80471 -1.24824e-08
selparm[4]     0.272981 -3.36737e-09
selparm[5]     0.586881 -3.84263e-08
selparm[6]      1.31665 -2.51836e-08
