ParName   Value   Gradient
MGparm[1]     0.291237   2.0491e-06
SR_parm[1]      14.0547 -5.16986e-05
SR_parm[2]     0.653185 -3.22175e-06
SR_parm[3]      1.34145  2.50279e-07
recdev1(1988)     0.102573  2.75908e-06
recdev1(1989)     0.435954  2.34648e-06
recdev1(1990)     0.884617   2.4932e-06
recdev1(1991)      1.05296  8.35817e-07
recdev1(1992)      1.07391  3.37695e-07
recdev1(1993)     0.957472  5.89519e-07
recdev1(1994)     0.920448 -2.48512e-06
recdev1(1995)     0.435654 -6.73082e-07
recdev1(1996)     0.482678   -3.036e-06
recdev1(1997)     0.147402    -2.41e-06
recdev1(1998)    -0.216389  -2.3028e-06
recdev1(1999)    -0.632127 -1.68948e-07
recdev1(2000)     -1.11127  1.44385e-06
recdev1(2001)    -0.884072 -2.00854e-06
recdev1(2002)     -0.79377  -3.5513e-06
recdev1(2003)     -0.64366 -3.74647e-06
recdev1(2004)   -0.0244368  -5.6734e-06
recdev1(2005)    0.0424997 -7.27867e-06
recdev1(2006)    0.0571601 -6.10032e-06
recdev1(2007)    -0.395248 -2.14032e-08
recdev1(2008)    -0.532319  2.38941e-06
recdev1(2009)    -0.280802  6.82388e-06
recdev1(2010)    -0.207211  7.08723e-06
recdev1(2011)    -0.070755  6.10663e-06
recdev1(2012)    0.0182293  3.07599e-06
recdev1(2013)   -0.0597974  6.45521e-07
recdev1(2014)      0.24652  1.70679e-08
recdev1(2015)     -0.61479  1.09549e-06
recdev1(2016)    -0.197831  2.42712e-06
recdev1(2017)     -0.19361  2.68401e-06
Q_parm[1]     -10.4851  1.14781e-07
Q_parm[2]   -0.0919309 -8.16256e-06
selparm[1]      3.18726  4.10248e-08
selparm[2]       1.5812  1.01466e-07
selparm[3]       3.7263 -4.36765e-07
selparm[4]      2.59958  9.38668e-08
selparm[5]      1.75572  -1.0184e-06
selparm[6]     0.264571 -4.22944e-07
selparm[7]     0.681354 -4.88131e-07
selparm[8]      1.33053 -4.00314e-07
selparm[9]      1.03796 -1.11678e-07
selparm[10]      1.53364  1.71305e-07
