ParName   Value   Gradient
MGparm[1]     0.290873 -3.79834e-06
SR_parm[1]      14.0465  8.95582e-05
SR_parm[2]      0.66923  5.68953e-06
SR_parm[3]      1.32688  2.80309e-07
recdev1(1988)     0.104689 -4.36422e-06
recdev1(1989)     0.437899 -5.04258e-06
recdev1(1990)     0.886241 -5.20666e-06
recdev1(1991)      1.05622  3.73228e-06
recdev1(1992)      1.07679 -5.52695e-07
recdev1(1993)     0.961522  1.15572e-06
recdev1(1994)     0.924325  8.59984e-06
recdev1(1995)     0.440539  6.51378e-06
recdev1(1996)     0.487258  4.42293e-06
recdev1(1997)     0.152392 -4.56705e-07
recdev1(1998)    -0.211286  4.35365e-06
recdev1(1999)    -0.626719  1.59858e-06
recdev1(2000)     -1.10496 -1.78031e-06
recdev1(2001)    -0.882489  2.94436e-06
recdev1(2002)    -0.802768 -5.45145e-06
recdev1(2003)    -0.661619 -3.96074e-06
recdev1(2004)   -0.0474131  2.09902e-06
recdev1(2005)     0.018891  2.41135e-06
recdev1(2006)    0.0327113   8.5199e-07
recdev1(2007)    -0.421955  1.27619e-08
recdev1(2008)     -0.56382  5.31378e-07
recdev1(2009)    -0.323874  1.22657e-06
recdev1(2010)    -0.270076  1.48537e-06
recdev1(2011)    -0.156957  9.64392e-07
recdev1(2012)    -0.076654 -1.07687e-06
recdev1(2013)    -0.145449 -2.95962e-06
recdev1(2014)     0.104247 -2.92778e-06
recdev1(2015)    -0.398725   -2.411e-06
recdev1(2016)     0.299804    -3.35e-06
recdev1(2017)    -0.117683 -4.67994e-06
recdev1(2018)    -0.171082 -4.56805e-06
Q_parm[1]     -10.4548  1.04367e-07
Q_parm[2]   -0.0589458  2.23265e-05
selparm[1]      3.16469  5.28122e-08
selparm[2]      1.58188  1.18189e-07
selparm[3]      3.73346 -5.63859e-08
selparm[4]      2.60757  1.71056e-07
selparm[5]      1.81197 -3.60432e-06
selparm[6]     0.215409  -1.3725e-06
selparm[7]     0.704676 -3.20804e-07
selparm[8]      1.33051  1.45577e-07
selparm[9]      1.03469 -3.69873e-07
selparm[10]      1.54116 -1.53777e-07
