ParName   Value   Gradient
MGparm[1]     0.110825 -6.97383e-07
SR_parm[1]           12  -1.3072e-06
recdev2(1992)     0.896442  1.02383e-06
recdev2(1993)     0.707832  6.68223e-07
recdev2(1994)     0.604988   9.4777e-07
recdev2(1995)     0.261309  3.51244e-07
recdev2(1996)     0.316586  2.05485e-07
recdev2(1997)     0.176295  9.42662e-07
recdev2(1998)     0.187348  8.14122e-08
recdev2(1999)   -0.0706701  3.51883e-07
recdev2(2000)   -0.0301443 -2.74791e-07
recdev2(2001)     0.233478  4.72502e-08
recdev2(2002)     0.301876  5.67197e-07
recdev2(2003)     0.428865  7.70501e-08
recdev2(2004)       0.7048  6.12517e-07
recdev2(2005)     0.473909  3.32377e-07
recdev2(2006)     0.630174  2.34076e-07
recdev2(2007)     0.394589  5.31464e-07
recdev2(2008)     0.244967  2.12627e-08
recdev2(2009)     0.449844  1.83245e-07
recdev2(2010)      0.34779 -3.56219e-07
recdev2(2011)     0.287565  7.29582e-08
recdev2(2012)     0.275858  7.82554e-07
recdev2(2013)     0.175543  8.69979e-08
recdev2(2014)      0.32619  4.76095e-08
recdev2(2015)   -0.0361061  8.51554e-07
recdev2(2016)    -0.200316 -4.54497e-07
recdev2(2017)    -0.434963 -2.79614e-07
recdev2(2018)    -0.416585  1.80301e-07
recdev2(2019)    -0.345555 -1.70391e-07
recdev2(2020)    -0.231832 -1.46021e-08
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Q_parm[1]     -10.1016  2.89369e-07
Q_parm[2]     0.288618  2.85662e-06
selparm[1]       4.9995 -4.24993e-08
selparm[2]      4.99864 -2.45349e-08
selparm[3]      2.28601  1.72632e-09
selparm[4]      1.39002  3.91005e-09
selparm[15]     0.579782  1.68037e-08
selparm[16]       4.9993 -1.78742e-07
selparm[17]    0.0712672  3.33433e-08
selparm[18]  -2.0555e-05   5.8691e-06
selparm[19] -2.69532e-05   3.3454e-09
selparm[20]  -2.8728e-09 -7.84308e-09
selparm[21] -2.05698e-05 -4.21659e-06
selparm[22]  -2.8728e-09 -7.84308e-09
selparm[23]   0.00760804 -1.52978e-07
selparm[24]    -0.693147 -1.20146e-06
selparm[25]     -0.25301  1.34896e-06
selparm[26] -0.000518827  8.80265e-07
