ParName   Value   Gradient
SR_parm[1]      14.4672  1.13534e-05
SR_parm[2]     0.686295  8.54321e-07
recdev1(1992)     0.528956 -8.20898e-07
recdev1(1993)     0.611408  2.79977e-07
recdev1(1994)     0.499648  1.62244e-06
recdev1(1995)    0.0962771  1.90171e-06
recdev1(1996)     0.109062 -2.15368e-06
recdev1(1997)   -0.0556324 -2.48725e-06
recdev1(1998)    0.0873447  4.06465e-06
recdev1(1999)    -0.225433  2.84379e-08
recdev1(2000)    -0.345785  3.97152e-07
recdev1(2001)    -0.106601  4.79428e-07
recdev1(2002)  -0.00768176  -3.9217e-07
recdev1(2003)     0.321608 -6.85125e-07
recdev1(2004)     0.516555  2.58583e-07
recdev1(2005)      0.34977 -1.26833e-07
recdev1(2006)       0.4076 -1.16123e-06
recdev1(2007)   -0.0553987  2.74182e-07
recdev1(2008)    -0.111864  5.14215e-08
recdev1(2009)    -0.424586 -7.06882e-07
recdev1(2010)    -0.554682 -3.16411e-07
recdev1(2011)    -0.622704  4.77505e-08
recdev1(2012)    -0.362752 -3.92375e-08
recdev1(2013)    -0.320598 -7.66948e-07
recdev1(2014)    0.0654109  -9.5677e-08
recdev1(2015)    -0.399923 -3.65438e-07
Fcast_recruitments(2016)     0.132813  6.46433e-08
Fcast_recruitments(2017)   -0.0969721  -2.3306e-08
Fcast_recruitments(2018)    -0.141912 -2.64902e-08
Fcast_recruitments(2019)   -0.0208687  2.97793e-07
Fcast_recruitments(2020)  -0.00658456 -4.77353e-07
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Q_parm[1]     -10.3427 -2.65358e-07
Q_parm[2]     0.369796 -7.51051e-07
selparm[1]      3.27679  1.01413e-08
selparm[2]      1.35425 -1.47157e-07
selparm[3]      1.81014  1.85067e-06
selparm[4]     0.240996  5.39431e-07
