ParName   Value   Gradient
MGparm[1]     0.290215  2.27985e-06
SR_parm[1]      14.0486 -4.29691e-05
SR_parm[2]     0.670982 -2.08049e-07
SR_parm[3]      1.33551  1.57572e-07
recdev1(1988)     0.100245  1.30837e-06
recdev1(1989)     0.433981  5.75515e-07
recdev1(1990)     0.883106  1.64544e-07
recdev1(1991)       1.0477 -3.11285e-07
recdev1(1992)      1.07185  1.93958e-07
recdev1(1993)     0.952631 -6.09674e-07
recdev1(1994)     0.918468 -2.03955e-06
recdev1(1995)     0.431899 -1.61384e-06
recdev1(1996)     0.482086 -3.15415e-06
recdev1(1997)     0.145406 -2.67181e-06
recdev1(1998)    -0.218348  -1.0594e-06
recdev1(1999)    -0.633721 -1.54917e-06
recdev1(2000)      -1.1098 -1.16845e-06
recdev1(2001)    -0.884105  -1.7712e-06
recdev1(2002)    -0.805761 -1.06718e-06
recdev1(2003)    -0.664906  1.35252e-06
recdev1(2004)   -0.0520289 -3.29492e-06
recdev1(2005)    0.0115459  7.04979e-07
recdev1(2006)    0.0256515  3.53941e-06
recdev1(2007)    -0.430363  3.17569e-06
recdev1(2008)    -0.577055  4.17344e-06
recdev1(2009)    -0.330384   4.1284e-06
recdev1(2010)      -0.2684  2.30674e-06
recdev1(2011)    -0.137664  1.92919e-06
recdev1(2012)   -0.0608798  1.75051e-06
recdev1(2013)    -0.162322  1.59988e-06
recdev1(2014)    0.0538132  1.71833e-06
recdev1(2015)   -0.0441763  2.25046e-06
recdev1(2016)    -0.178465  2.14448e-06
Q_parm[1]      -10.473  6.20605e-08
Q_parm[2]   -0.0751319  4.55678e-06
selparm[1]      3.17207   6.3509e-08
selparm[2]       1.5799  5.80738e-09
selparm[3]      3.74813  2.25173e-07
selparm[4]      2.61041  1.72143e-08
selparm[5]      1.72277 -1.88985e-08
selparm[6]     0.258333 -8.88087e-09
selparm[7]     0.692645 -1.93019e-07
selparm[8]      1.33232 -2.63106e-07
selparm[9]      1.03023 -1.34792e-08
selparm[10]      1.55199 -1.67648e-07
